amfi_code,CAGR_3,Sharpe,Sortino
100016,3.891150509722663,-0.2015170675596694,-0.02211391137961587
100025,6.605771836761831,-0.5670947928476847,-0.05932916122707773
100033,47.13283804279478,1.0936987435346308,0.11522460897119685
101206,36.343461389184824,1.0272133278753701,0.1133618055970617
101207,11.855469085475768,0.16266076928646783,0.017426921110838645
101208,9.689294985980812,-0.8155673679088272,-0.10589543190253409
102885,27.84197053352988,0.817099337349437,0.09044324555755008
102886,1.7231408330921072,-0.20583160785470317,-0.02187294909988841
102887,25.641817181870262,0.6195175900829826,0.06858513410096427
118632,37.171571434369,1.081659179345704,0.11654739551159068
118633,24.748801080643744,0.6452074382933218,0.07272513432483124
118634,24.905009183643667,0.44843400890899154,0.04699450446794372
118635,24.250351487170498,0.6648569985490621,0.07168579513512215
118636,7.89344227876172,-0.356629507514368,-0.038648450326209616
119092,9.476342371153068,0.03078485095458589,0.0033118497931118466
119093,11.792848617173245,0.12961449795669322,0.013927161815257875
119094,43.978467938224284,0.9982309868636403,0.10732915278929031
119095,2.239300143779821,-0.07597357117478926,-0.008074933335724857
119120,8.754731234658863,-0.22657538662791588,-0.023734090615081575
119551,40.02736083996587,1.2082665673727178,0.1348241562558021
119552,33.09585343291288,0.9532794968660109,0.1014063870941679
119598,50.96321437793401,0.9453082575156091,0.10553502408473668
119599,3.027445550195118,-0.05718662582817997,-0.00594583857899937
120503,28.71977519716802,0.7979728586052846,0.0842824962718917
120504,35.949932050849156,1.0265242847993008,0.11372281958559217
120505,51.63892474227718,1.18010119766065,0.1278372191154769
120506,26.02640313458462,0.6488787755249528,0.0690349061966248
120507,10.791369741801704,0.49572339295331214,0.06627757478319571
120841,20.458183813898856,0.49427253786723485,0.054337047312065644
120842,9.980188140236823,0.07599984804658917,0.007854950270854115
120843,48.43526131588292,1.306743969542841,0.14893816249717545
120844,10.303420960397913,-0.08874729621557331,-0.011825440468608499
125497,29.089391812506783,0.7757902498211207,0.08382314941395054
125498,17.003556518261355,0.3006119210425479,0.032052194877440945
148567,48.54611413352921,1.4482911703262602,0.15028146972796225
148568,34.69327804981022,0.9262873467360143,0.10285301387708898
148569,50.17137408003938,1.2349300257743292,0.13524286512792616
149322,20.24205635316143,0.46403744922047735,0.04800960614256504
149323,46.23481150011528,1.1321218524747254,0.11812026424387749
149324,50.73573051158484,0.949795824661604,0.10203737905608631
